date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:37:48	78080/78080	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/bootstrap-bundle.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/bootstrap-bundle32d4.js	(from https://tektrone.com/our-products/)
22:37:48	11264/11264	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/meanmenu.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/meanmenu32d4.js	(from https://tektrone.com/our-products/)
22:37:49	2942/2942	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/nice-select.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/nice-select32d4.js	(from https://tektrone.com/our-products/)
22:37:49	1067/1067	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/counterup.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/counterup32d4.js	(from https://tektrone.com/our-products/)
22:37:50	8833/8833	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/waypoints.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/waypoints32d4.js	(from https://tektrone.com/our-products/)
22:37:50	141251/141251	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/swiper-bundle.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/swiper-bundle32d4.js	(from https://tektrone.com/our-products/)
22:37:51	8415/8415	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/wow.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/wow32d4.js	(from https://tektrone.com/our-products/)
22:37:52	5520/5520	---M--	200	added ('OK')	text/javascript	date:Fri,%2011%20Aug%202023%2018:18:26%20GMT	https://tektrone.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/imagesloaded.minbb93.js	(from https://tektrone.com/our-products/)
22:37:53	35503/35503	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/isotope-pkgd.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/isotope-pkgd32d4.js	(from https://tektrone.com/our-products/)
22:37:53	12670/12670	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20Jun%202023%2006:06:29%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/js/main.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/js/main32d4.js	(from https://tektrone.com/our-products/)
22:37:53	2452/2452	---M--	200	added ('OK')	text/javascript	date:Thu,%2018%20Jan%202024%2011:19:24%20GMT	https://tektrone.com/wp-content/plugins/tp-core/assets/js/hello-world.js?ver=6.8.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/tp-core/assets/js/hello-world32d4.js	(from https://tektrone.com/our-products/)
22:37:54	5350/5350	---M--	200	added ('OK')	text/javascript	date:Tue,%2005%20Aug%202025%2005:37:31%20GMT	https://tektrone.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.5	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min3ea8.js	(from https://tektrone.com/our-products/)
22:37:54	59749/59749	---M--	200	added ('OK')	text/javascript	date:Tue,%2005%20Aug%202025%2005:37:31%20GMT	https://tektrone.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.5	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/elementor/assets/js/frontend-modules.min3ea8.js	(from https://tektrone.com/our-products/)
22:37:55	21464/21464	---M--	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2014:14:37%20GMT	https://tektrone.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://tektrone.com/our-products/)
22:37:55	44252/44252	---M--	200	added ('OK')	text/javascript	date:Tue,%2005%20Aug%202025%2005:37:31%20GMT	https://tektrone.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.5	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/elementor/assets/js/frontend.min3ea8.js	(from https://tektrone.com/our-products/)
22:37:56	54420/54420	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2012:33:51%20GMT	https://tektrone.com/wp-content/plugins/google-language-translator/images/flags22.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/google-language-translator/images/flags22.png	(from https://tektrone.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
22:37:56	51518/51518	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2012:33:51%20GMT	https://tektrone.com/wp-content/plugins/google-language-translator/images/flags20.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/google-language-translator/images/flags20.png	(from https://tektrone.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
22:37:56	42054/42054	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2012:33:51%20GMT	https://tektrone.com/wp-content/plugins/google-language-translator/images/flags18.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/google-language-translator/images/flags18.png	(from https://tektrone.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
22:37:57	37353/37353	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2012:33:51%20GMT	https://tektrone.com/wp-content/plugins/google-language-translator/images/flags16.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/google-language-translator/images/flags16.png	(from https://tektrone.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
22:37:57	54996/54996	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2012:33:51%20GMT	https://tektrone.com/wp-content/plugins/google-language-translator/images/flags.png	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/plugins/google-language-translator/images/flags.png	(from https://tektrone.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
22:37:58	68023/68023	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Nov%202025%2017:07:31%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/ajax-loader.gif	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/ajax-loader.gif	(from https://tektrone.com/wp-content/themes/insurez/assets/css/slick.css?ver=6.8.3)
22:37:59	68031/68031	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Nov%202025%2017:07:33%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.eot	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.eot	(from https://tektrone.com/wp-content/themes/insurez/assets/css/slick.css?ver=6.8.3)
22:38:00	68031/68031	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Nov%202025%2017:07:33%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.eot?	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/fonts/slickd41d.eot	(from https://tektrone.com/wp-content/themes/insurez/assets/css/slick.css?ver=6.8.3)
22:38:01	68039/68039	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Nov%202025%2017:07:34%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.woff	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.woff	(from https://tektrone.com/wp-content/themes/insurez/assets/css/slick.css?ver=6.8.3)
22:38:02	68031/68031	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Nov%202025%2017:07:35%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.ttf	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.ttf	(from https://tektrone.com/wp-content/themes/insurez/assets/css/slick.css?ver=6.8.3)
22:38:03	68031/68031	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Nov%202025%2017:07:36%20GMT	https://tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.svg	C:/Users/Admin/Desktop/sandeep/sandeep/tektrone.com/wp-content/themes/insurez/assets/css/fonts/slick.svg	(from https://tektrone.com/wp-content/themes/insurez/assets/css/slick.css?ver=6.8.3)
